"asociado_id","cantidad_entrega","anios_asociacion"
"10214","118.46","4"
"10215","7.32","4"
"10219","67.69","4"
"10222","4.39","4"
"10226","70.21","4"
"10231","257.51","1"
"10234","27.57","4"
"10241","1.94","4"
"10243","116.75","4"
"10254","32.99","4"
"10263","139.32","5"
"10268","18.57","4"
"10281","7.21","4"
"10284","64.44","4"
"10285","45.67","4"
"10288","47.02","4"
"10303","19.19","4"
"10306","5.73","4"
"10307","20.79","4"
"10308","38.47","4"
"10321","40.6","4"
"10327","6.8","4"
"10334","23.55","4"
"10335","50.58","4"
"10345","11.28","4"
"10357","9.74","4"
"10360","11.03","4"
"10370","10.62","4"
"10371","17.3","4"
"10372","17.95","4"
"10375","42.9","4"
"10381","67.95","4"
"10384","7.93","4"
"10387","14.78","4"
"10393","9.73","4"
"10401","23.11","4"
"10405","36.44","4"
"10408","19.78","4"
"10409","3.78","4"
"10425","99.69","4"
"10431","91.12","4"
"10432","72.47","4"
"10433","4.71","4"
"10439","1.7","4"
"10440","9.84","4"
"10441","67.87","4"
"10442","25.56","4"
"10449","8.36","4"
"10451","54.47","4"
"10454","18.03","4"
"10477","14.27","4"
"10481","14.59","4"
"10485","110.33","4"
"10489","4.95","4"
"10492","15.17","4"
"10499","5.1","4"
"10501","40.16","4"
"10504","38.99","4"
"10518","303.67","4"
"10520","54.17","4"
"10523","28.13","4"
"10533","13.44","4"
"10534","1.77","4"
"10539","15.65","4"
"10543","33.92","4"
"10544","10.93","4"
"10547","12.59","4"
"10558","44.59","4"
"10563","281.37","4"
"10568","65.95","4"
"10572","157.11","4"
"10575","16.91","4"
"10577","17.12","4"
"10578","19.31","4"
"10595","46.77","4"
"10597","0.6","4"
"10598","51.1","4"
"10600","46.53","4"
"10604","12.94","4"
"10610","16.29","4"
"10614","17.78","4"
"10620","2.5","4"
"10625","17.97","4"
"10629","69.04","4"
"10631","125.65","4"
"10632","6.89","4"
"10635","34.68","4"
"10652","7.11","4"
"10667","15.71","4"
"10675","14.23","4"
"10680","5.98","4"
"10682","102.07","4"
"10685","19.36","4"
"10687","77.15","4"
"10692","24.8","4"
"10698","3.38","4"
"10700","31.06","4"
"10704","2.67","4"
"10708","260.09","4"
"10724","87.96","4"
"10727","17.72","4"
"10732","29.16","4"
"10758","7.62","4"
"10764","18.73","4"
"10774","3.38","4"
"10780","23.52","4"
"10792","26.33","4"
"10803","177.54","4"
"10810","16.89","4"
"10813","7.39","4"
"10814","66.69","4"
"10820","296.97","4"
"10821","47.38","4"
"10823","32.44","4"
"10824","735.58","4"
"10832","7.19","4"
"10833","4.33","4"
"10837","13.31","4"
"10842","162.98","4"
"10849","32.02","4"
"10851","17.01","4"
"10852","37.96","4"
"10853","7.9","4"
"10854","10.47","4"
"10861","12.48","4"
"10862","18.54","4"
"10876","28.82","4"
"10885","67.26","4"
"10896","19.37","4"
"10907","16.44","4"
"10920","6.88","4"
"10922","2.57","4"
"10935","4.84","4"
"10939","37.04","4"
"10951","23.88","4"
"10952","14.91","4"
"10954","0.94","4"
"10957","11.97","4"
"10958","16.06","4"
"10977","31.88","4"
"10978","72.35","4"
"10982","51.33","4"
"10983","173.99","4"
"10990","15.96","3"
"10992","3.47","4"
"10993","18.41","4"
"10998","5.76","4"
"10999","20.63","4"
"11002","30.53","4"
"11003","9.26","4"
"11007","41.72","4"
"11012","17.72","4"
"11013","11.11","4"
"11018","28.07","4"
"11032","46.85","4"
"11052","15.14","4"
"11056","101.57","4"
"11059","254.48","4"
"11066","11.87","4"
"11067","37.91","4"
"11068","1.92","4"
"11086","16.32","4"
"11101","20.38","4"
"11110","18.66","4"
"11125","139.97","4"
"11126","12.37","4"
"11135","117.9","4"
"11136","31.11","4"
"11139","1.04","4"
"11156","24.49","4"
"11167","7","4"
"11173","2.07","4"
"11174","211.62","4"
"11176","129.33","4"
"11183","37.14","4"
"11189","67.39","4"
"11190","99.14","4"
"11192","2.58","4"
"11194","3.67","4"
"11195","17.36","4"
"11196","60.89","4"
"11197","16.08","4"
"11200","16.22","4"
"11218","27.37","4"
"11219","158.52","4"
"11237","33.49","4"
"11238","6.51","4"
"11241","93.24","4"
"11247","24.2","4"
"11257","22.36","4"
"11271","26.21","4"
"11286","58.97","4"
"11313","3.3","4"
"11318","16.29","4"
"11324","53.06","4"
"11329","15.27","4"
"11334","1.89","4"
"11342","11.85","4"
"11351","45.12","4"
"11352","32.34","4"
"11358","4.07","4"
"11361","62.54","4"
"11362","31.62","4"
"11373","253.67","4"
"11375","57.7","4"
"11389","28.67","4"
"11392","9.58","4"
"11393","10.06","4"
"11398","166.71","4"
"11417","16.84","4"
"11418","14.14","4"
"11420","44.21","4"
"11426","29.02","4"
"11428","23.81","4"
"11429","32.95","4"
"11432","3.57","4"
"11436","15.12","4"
"11447","39.12","4"
"11454","4.56","4"
"11457","35.44","4"
"11458","5.6","4"
"11468","178.14","4"
"11470","53.19","4"
"11472","7.32","4"
"11475","52.04","4"
"11480","3.17","4"
"11492","86.28","4"
"11493","62.86","4"
"11494","22.31","4"
"11502","30.76","4"
"11504","17.58","4"
"11509","10.16","4"
"11513","8.05","4"
"11518","141.87","4"
"11519","4.06","4"
"11527","11.03","4"
"11528","6.05","4"
"11544","13.99","4"
"11547","25.63","4"
"11548","98.86","4"
"11555","30.04","4"
"11562","9.79","4"
"11563","11.88","4"
"11571","13.97","4"
"11573","22.5","4"
"11574","39.62","4"
"11579","3.04","4"
"11580","20.85","4"
"11597","9.82","4"
"11601","80.24","4"
"11602","15.93","4"
"11627","6.99","4"
"11628","16.61","4"
"11638","64.28","4"
"11642","92.74","4"
"11644","66.08","4"
"11647","137.29","4"
"11649","39.09","4"
"11650","30.93","4"
"11653","15.03","4"
"11658","2.37","4"
"11661","25.32","4"
"11662","19.53","4"
"11676","14.84","4"
"11680","12.34","4"
"11682","2.07","4"
"11688","6.45","4"
"11710","176.13","4"
"11711","101.31","4"
"11717","38.2","4"
"11723","5.22","4"
"11734","19.61","4"
"11735","9.33","4"
"11744","40.96","4"
"11756","14.11","4"
"11757","2.8","4"
"11759","873","4"
"11766","111.47","4"
"11774","8.95","4"
"11777","21.71","4"
"11779","61.86","4"
"11781","12.49","4"
"11786","14.84","4"
"11787","14.72","4"
"11788","26.29","4"
"11789","6.71","4"
"11797","19.43","4"
"11808","27.85","4"
"11810","6.69","4"
"11812","1.2","4"
"11831","0.54","4"
"11841","17.05","4"
"11845","21.03","4"
"11857","29.26","4"
"11858","15.33","4"
"11883","5.75","4"
"11897","315.98","4"
"11906","29.08","4"
"11907","113.17","4"
"11917","6.59","4"
"11938","41.02","4"
"11943","2.43","4"
"11950","8.2","4"
"11960","10.87","4"
"11964","9.69","4"
"11965","12.34","4"
"11969","35.68","4"
"11979","31.5","4"
"11983","89.6","4"
"11990","5.24","4"
"11993","34.64","4"
"12002","25.55","4"
"12012","142.88","4"
"12031","165.74","4"
"12036","1.44","4"
"12041","29.94","4"
"12048","20.23","4"
"12051","4.69","4"
"12052","39.75","4"
"12056","124.08","4"
"12063","9.38","4"
"12067","3.61","4"
"12071","0.96","4"
"12078","1.81","4"
"12084","26.9","4"
"12085","89.36","4"
"12095","110.16","4"
"12103","45.89","4"
"12104","50.55","4"
"12106","73.61","4"
"12108","0.48","4"
"12159","19.39","4"
"12172","11.86","4"
"12175","143.39","4"
"12190","61.42","4"
"12193","19.91","4"
"12196","29.91","4"
"12200","21.9","4"
"12203","10.05","4"
"12204","6.5","4"
"12208","105.18","4"
"12210","16.72","4"
"12260","11.01","4"
"12264","7.28","4"
"12284","0.65","4"
"12286","5.81","4"
"12294","1.8","4"
"12297","22.5","4"
"12313","1.29","4"
"12315","11.23","4"
"12321","89.5","4"
"12323","15.91","4"
"12334","10.77","4"
"12341","35.16","1"
"12363","57.39","4"
"12366","108.52","4"
"12369","235.8","4"
"12370","35.16","4"
"12372","7.91","4"
"12375","89.41","4"
"12377","13.53","4"
"12379","7.98","4"
"12385","46.83","4"
"12392","19.61","4"
"12405","11.97","4"
"12425","254.18","4"
"12429","116.82","4"
"12443","9.26","4"
"12463","33.39","4"
"12464","44.29","4"
"12505","94.03","4"
"12509","64.7","4"
"12516","23.74","4"
"12528","27.41","4"
"12529","12.71","4"
"12532","39.2","4"
"12534","674.82","4"
"12536","1.99","4"
"12549","1.72","4"
"12569","50.15","4"
"12571","36.08","4"
"12578","9.27","4"
"12623","5.6","4"
"12639","11.13","4"
"12641","23.64","4"
"12643","9.93","4"
"12681","63.17","4"
"12688","36.76","4"
"12689","25.94","4"
"12691","25.44","4"
"12692","21.48","4"
"12694","36.85","3"
"12696","16.79","3"
"12700","44.34","0"
"12703","102","4"
"12709","4.99","4"
"12711","4.32","4"
"12713","359.24","4"
"12723","51.9","4"
"12738","7.07","4"
"12742","86.4","4"
"12747","72.82","4"
"12748","9.91","4"
"12757","230.36","4"
"12776","47.69","4"
"12777","17.01","4"
"12778","7.72","4"
"12779","19.73","4"
"12780","3.66","4"
"12793","69.78","4"
"12815","16.65","4"
"12827","22.7","4"
"12834","48.23","4"
"12835","175.86","4"
"12844","7.59","4"
"12846","48.12","4"
"12862","5.5","4"
"12872","85.6","4"
"12919","156.15","4"
"12921","21.24","4"
"12924","207.99","4"
"12925","31.9","4"
"12939","1526.6","4"
"12942","121.61","4"
"12954","69.66","4"
"12959","0.64","4"
"12971","9.67","4"
"12974","3.1","4"
"12987","32.63","4"
"12990","49.77","4"
"12993","28.14","4"
"13017","61.24","4"
"13018","15.12","4"
"13023","18.76","4"
"13041","85.58","4"
"13055","51.1","4"
"13056","18.58","4"
"13063","162.7","4"
"13069","1.59","4"
"13079","2.89","4"
"13084","103.32","4"
"13104","5.64","4"
"13105","141.91","4"
"13115","36.15","4"
"13117","64.7","4"
"13122","29.64","4"
"13125","4.32","4"
"13129","79.22","4"
"13136","14.37","4"
"13164","240.43","4"
"13177","12.99","4"
"13181","21.03","4"
"13184","7.89","4"
"13194","29.7","4"
"13195","67.13","4"
"13226","49.24","4"
"13251","163.69","3"
"13259","226.39","4"
"13260","49.1","4"
"13277","21.43","4"
"13278","5.27","4"
"13280","50.22","4"
"13282","18.01","4"
"13288","15.46","4"
"13295","18.87","4"
"13307","133.05","4"
"13308","19.3","4"
"13318","7.93","4"
"13320","34.78","4"
"13339","4.15","4"
"13356","33.47","4"
"13362","38.79","4"
"13415","8.87","4"
"13440","38.55","4"
"13449","5.47","4"
"13461","13.74","4"
"13468","4.34","4"
"13490","26.91","4"
"13511","3.39","4"
"13524","6.1","4"
"13527","24.57","4"
"13539","112.54","4"
"13542","25.9","4"
"13543","26.59","4"
"13552","14.84","4"
"13568","22.77","4"
"13573","15.8","4"
"13575","18.1","4"
"13577","12.26","4"
"13582","9.49","4"
"13587","5.18","4"
"13592","32.62","4"
"13597","176.55","4"
"13622","62.21","4"
"13624","2.88","4"
"13625","3.1","4"
"13639","2.38","4"
"13647","11.78","4"
"13652","39.57","4"
"13653","2.52","4"
"13658","3.84","4"
"13659","26.52","4"
"13702","19.15","4"
"13714","364.66","3"
"13749","18.73","4"
"13763","33.33","4"
"13768","21.44","4"
"13780","37.63","4"
"13787","1.18","4"
"13788","51.34","4"
"13794","3.04","4"
"13797","38.86","4"
"13830","118.64","4"
"13833","17.07","3"
"13872","30.97","4"
"13921","9.63","4"
"13925","0.93","4"
"13946","9.29","4"
"13955","10.53","3"
"13962","12.45","4"
"13969","10.15","4"
"13976","4.61","4"
"13983","113.7","4"
"13986","81.88","4"
"13991","3.84","0"
"14001","291.79","3"
"14002","12.57","0"
"14019","1.38","0"
"14037","105.41","0"
"14038","11","1"
"14043","36.16","0"
"14050","1.06","0"
"14060","89.67","4"
"14063","23.25","4"
"14076","37.21","4"
"14106","4.44","4"
"14115","755.81","4"
"14154","18.54","4"
"14175","6.11","4"
"14182","9.94","4"
"14191","4.93","4"
"14198","11.08","4"
"14199","25.89","4"
"14208","57.89","3"
"14234","49.99","1"
"14238","43.6","3"
"14240","42.72","3"
"14241","108.32","3"
"14249","13.23","4"
"14256","1.57","3"
"14290","108.02","3"
"14298","5.73","3"
"14305","40.91","3"
"14309","74.56","3"
"14312","2.75","0"
"14320","231.66","3"
"14321","3.17","3"
"14339","12.94","3"
"14356","34.86","3"
"14361","4.45","3"
"14362","5.03","3"
"14370","21.96","3"
"14371","48.68","3"
"14373","64.38","3"
"14374","17.26","3"
"14385","18.75","3"
"14394","23.98","3"
"14399","443.56","3"
"14400","23.77","3"
"14407","11.15","3"
"14409","24.9","3"
"14412","68.19","3"
"14435","14.72","3"
"14440","421.32","3"
"14442","97.18","3"
"14454","12.75","3"
"14457","1.09","3"
"14458","35.57","3"
"14467","144.33","3"
"14472","102.59","3"
"14478","50.88","3"
"14487","94.42","3"
"14488","12.44","3"
"14489","2.66","3"
"14501","79.82","3"
"14504","62.29","3"
"14506","74.15","3"
"14512","19.75","3"
"14519","130.23","3"
"14520","30.59","3"
"14527","7.04","3"
"14528","24.41","3"
"14531","6.25","3"
"14534","20.24","3"
"14536","17.59","3"
"14538","114.06","3"
"14554","17.14","3"
"14560","11.08","3"
"14561","14.97","3"
"14576","34.32","3"
"14585","20.5","3"
"14588","31.37","3"
"14589","52.93","3"
"14590","69.91","3"
"14598","21.37","3"
"14600","2.23","3"
"14601","14.77","3"
"14613","37.96","3"
"14614","11.42","3"
"14618","17.43","3"
"14624","19.6","3"
"14626","25.33","0"
"14640","102.23","3"
"14641","3.43","3"
"14647","22.97","3"
"14650","35.43","3"
"14651","94.73","3"
"14653","5.89","3"
"14656","9.53","3"
"14666","4.05","3"
"14675","25.67","3"
"14679","1.02","3"
"14685","62.99","2"
"14689","68.32","3"
"14694","7.76","3"
"14699","59.81","3"
"14711","5.43","3"
"14713","8.42","3"
"14716","15.78","3"
"14717","19.31","3"
"14725","34.15","3"
"14739","19.51","3"
"14742","17.83","3"
"14745","28.4","3"
"14749","5.37","3"
"14750","36.09","3"
"14757","33.21","3"
"14767","2.5","3"
"14768","43.55","3"
"14770","31.3","3"
"14771","20.31","3"
"14773","2.78","3"
"14776","44.55","3"
"14779","10.93","3"
"14781","31.95","3"
"14784","92.95","3"
"14793","68.3","3"
"14797","1.28","3"
"14798","78.48","3"
"14809","14.12","3"
"14813","45.05","3"
"14814","4.77","3"
"14815","34.69","3"
"14821","5.32","3"
"14823","6.69","3"
"14824","34.29","3"
"14833","3.17","3"
"14839","7.96","3"
"14849","17.55","3"
"14855","13.08","3"
"14856","1.39","3"
"14857","344.1","3"
"14861","4.39","3"
"14865","356.13","3"
"14883","23.71","3"
"14889","10.83","3"
"14890","24.38","3"
"14891","20.51","3"
"14892","81.59","3"
"14893","2.4","3"
"14896","20.23","3"
"14898","100.79","3"
"14899","7.81","3"
"14900","3.17","3"
"14901","57.33","3"
"14902","10.02","3"
"14903","27.34","3"
"14908","12.86","3"
"14912","65.85","3"
"14913","21.13","3"
"14917","23.56","3"
"14927","14.88","3"
"14929","7.58","3"
"14930","24.26","3"
"14941","80.55","3"
"14943","33.85","3"
"14952","93.71","3"
"14957","41.66","3"
"14960","69.15","3"
"14961","19.76","3"
"14963","891.4","3"
"15007","30.66","3"
"15009","11.05","3"
"15017","29.15","3"
"15042","44.18","3"
"15043","8.01","3"
"15050","11.36","3"
"15053","112.26","3"
"15058","2.02","3"
"15061","10.27","3"
"15067","2","3"
"15087","39.17","3"
"15089","6.19","3"
"15096","22.62","3"
"15099","15.34","3"
"15103","38.74","3"
"15104","91.6","3"
"15105","52.6","3"
"15107","22.99","3"
"15111","8.6","3"
"15145","34.52","3"
"15148","17.38","0"
"15163","69.26","3"
"15166","18.31","3"
"15175","216.15","3"
"15189","1.92","3"
"15209","7.35","3"
"15210","40.75","3"
"15226","21.97","3"
"15227","27.5","3"
"15228","15.64","3"
"15233","21.68","3"
"15237","1.92","3"
"15240","11.56","3"
"15245","135.65","3"
"15251","10.56","3"
"15254","6.2","3"
"15255","30.11","3"
"15256","31.85","3"
"15260","14.35","3"
"15261","2.64","3"
"15269","10.38","3"
"15272","208.9","3"
"15275","173.43","3"
"15276","73.12","3"
"15284","4.02","3"
"15294","33.21","3"
"15296","38.94","3"
"15298","10.51","3"
"15299","8.13","3"
"15301","102.83","3"
"15303","66.84","3"
"15305","57.85","3"
"15307","28.07","3"
"15318","5.88","3"
"15320","3.37","3"
"15321","4.22","3"
"15323","11.39","3"
"15324","2.78","3"
"15326","10.61","3"
"15329","244.58","1"
"15334","21.31","3"
"15347","21.93","3"
"15354","25.57","3"
"15357","29.56","3"
"15359","60.36","3"
"15363","58.61","3"
"15364","18.3","3"
"15367","40.12","3"
"15368","130.48","3"
"15380","27.3","3"
"15383","1.03","3"
"15385","176.24","3"
"15391","20.29","3"
"15398","14.27","3"
"15402","24.03","3"
"15403","17.03","3"
"15404","91.02","3"
"15405","23.3","3"
"15406","15.23","3"
"15408","67.63","3"
"15409","22.78","3"
"15413","10.38","3"
"15414","12.95","3"
"15431","46.59","3"
"15433","40.58","3"
"15435","4.48","3"
"15442","7","3"
"15448","13.6","3"
"15456","30.92","3"
"15484","194.27","3"
"15495","1.17","3"
"15500","153.52","3"
"15507","0.89","3"
"15513","2.45","3"
"15526","13.32","3"
"15532","8.87","3"
"15535","25.28","3"
"15537","76.96","3"
"15542","9.96","3"
"15543","7.29","3"
"15544","1.24","3"
"15547","63.12","3"
"15573","14.59","3"
"15575","19.36","3"
"15576","51.52","3"
"15607","24.24","3"
"15608","9.1","3"
"15611","24.27","3"
"15623","6.52","3"
"15636","9.56","3"
"15641","7.53","3"
"15643","6.88","3"
"15645","5.4","3"
"15662","25.82","3"
"15670","18.85","3"
"15683","90.29","3"
"15685","5.19","3"
"15688","72.43","3"
"15691","38.74","3"
"15696","232.31","3"
"15706","11.24","3"
"15713","92.91","3"
"15715","4.94","3"
"15720","13.07","3"
"15724","9.03","3"
"15727","403.79","3"
"15735","65.09","3"
"15737","53.77","3"
"15743","5.15","3"
"15744","11.55","3"
"15748","2.27","3"
"15749","4.57","3"
"15771","22.38","3"
"15774","5.01","3"
"15779","16.95","3"
"15790","1.46","3"
"15794","5.58","3"
"15797","45.75","3"
"15798","1.54","3"
"15803","17.31","3"
"15807","4.74","3"
"15816","2.83","3"
"15834","13.53","3"
"15838","0.94","3"
"15851","539.69","3"
"15867","33.74","3"
"15868","27.81","3"
"15869","25.65","3"
"15878","20.51","3"
"15892","135.48","3"
"15905","0.67","3"
"15907","71.97","3"
"15914","324.67","3"
"15917","23.05","3"
"15919","127.92","3"
"15921","105.04","3"
"15926","46.69","3"
"15936","127.5","3"
"15937","54.73","3"
"15938","156.04","3"
"15946","14.52","3"
"15960","2.85","3"
"15968","27.46","3"
"15974","75.31","3"
"15985","35.79","3"
"15986","17.73","3"
"15988","52.34","3"
"15989","51.31","3"
"15991","9.93","3"
"15996","14.65","3"
"16005","23.34","3"
"16012","5.1","3"
"16021","23.89","3"
"16024","37.68","3"
"16027","56.8","3"
"16033","61.19","3"
"16038","18.38","3"
"16040","17.73","3"
"16056","19.58","3"
"16066","21.8","3"
"16067","39.57","3"
"16069","65.61","3"
"16071","36.24","3"
"16080","22.55","3"
"16086","19.14","3"
"16089","55.86","3"
"16090","7.08","3"
"16093","6.84","3"
"16097","34.2","3"
"16100","139.03","3"
"16106","7.51","3"
"16111","59.46","3"
"16122","100.65","3"
"16126","34.58","3"
"16129","4.6","3"
"16133","1.2","3"
"16134","4.25","3"
"16137","30.2","3"
"16145","9.1","3"
"16151","2.56","3"
"16152","79.4","3"
"16153","197.42","3"
"16161","23.3","3"
"16171","69.04","3"
"16180","83.14","3"
"16183","6.41","3"
"16185","51.85","3"
"16188","29.84","3"
"16190","25.93","3"
"16204","3.12","3"
"16206","10.54","3"
"16219","14.37","3"
"16221","64.81","3"
"16222","106.03","3"
"16223","23.43","3"
"16229","27.91","3"
"16232","4.79","3"
"16234","34.57","3"
"16237","8.88","3"
"16240","1.83","3"
"16241","14.4","3"
"16243","21.37","3"
"16248","3.79","3"
"16249","22.28","3"
"16251","80.29","3"
"16252","47.92","3"
"16265","96.64","3"
"16266","248.59","3"
"16269","6.54","3"
"16270","16.06","3"
"16271","256.9","3"
"16273","11.02","3"
"16275","21","3"
"16276","138.97","3"
"16277","24.71","3"
"16278","44.53","3"
"16279","10.87","3"
"16292","26.42","3"
"16302","34.98","3"
"16303","34.88","3"
"16326","1.23","3"
"16330","2.23","3"
"16331","5.18","3"
"16347","1.01","3"
"16368","36.72","3"
"16375","6.24","3"
"16385","51.34","3"
"16396","13.44","3"
"16397","19.89","3"
"16398","138.69","3"
"16420","8.63","3"
"16421","26.28","3"
"16423","10.09","3"
"16424","69.43","3"
"16439","34.47","3"
"16441","4.85","3"
"16445","34.54","3"
"16449","93.74","3"
"16458","16","3"
"16462","37.98","3"
"16464","17.12","3"
"16467","104.34","3"
"16474","48.6","3"
"16475","36.14","3"
"16476","52.61","3"
"16479","219.09","3"
"16480","16.72","3"
"16482","26.01","3"
"16489","4.97","3"
"16506","13.82","3"
"16514","53.41","3"
"16519","25.26","3"
"16522","54.85","3"
"16530","53.52","3"
"16531","9.01","3"
"16534","250.04","3"
"16539","16.51","3"
"16545","32.1","3"
"16546","11.25","3"
"16547","80.93","3"
"16557","3.61","3"
"16561","27.11","3"
"16563","120.95","3"
"16575","1.26","3"
"16589","21.63","3"
"16591","26.02","3"
"16592","9.13","3"
"16593","10.49","3"
"16599","24.56","3"
"16613","15.74","3"
"16621","51.29","3"
"16629","29.1","3"
"16639","152.94","3"
"16641","171.31","3"
"16654","247.83","3"
"16660","46.09","3"
"16671","8.07","3"
"16675","10.4","3"
"16676","4.52","3"
"16678","4.05","3"
"16680","134.34","3"
"16692","134.02","3"
"16706","2.05","3"
"16709","26.86","3"
"16710","226.98","3"
"16714","3.48","3"
"16728","12.1","3"
"16730","42.01","3"
"16732","11.6","3"
"16734","120.73","3"
"16740","248.27","3"
"16747","1.71","3"
"16759","32.78","3"
"16760","174.95","3"
"16782","26.58","3"
"16794","22.74","3"
"16805","305.9","3"
"16808","46.27","3"
"16814","36.96","3"
"16825","41.4","3"
"16828","77.59","3"
"16835","5.8","3"
"16842","34.79","3"
"16843","12.95","3"
"16861","132.65","3"
"16863","35.67","3"
"16868","13.88","3"
"16869","9.64","3"
"16871","6.46","3"
"16873","2","3"
"16895","20.92","3"
"16901","43.88","3"
"16913","171.1","3"
"16915","66.5","3"
"16918","39.03","3"
"16929","21.13","3"
"16931","9.48","3"
"16936","54.01","3"
"16945","175.63","0"
"16958","10.02","3"
"16967","1.8","0"
"16969","56.2","3"
"16986","15.45","3"
"16987","87.49","3"
"16991","1324.95","0"
"17007","18.48","3"
"17012","133.76","3"
"17013","35.63","3"
"17016","109.05","3"
"17019","6.85","3"
"17029","107.87","3"
"17052","172.71","3"
"17080","25.66","3"
"17082","102.29","3"
"17102","5.59","3"
"17106","88.81","3"
"17136","10.73","3"
"17137","57.38","3"
"17145","13.32","3"
"17147","17.1","3"
"17149","23.83","3"
"17152","9.39","3"
"17185","45.04","3"
"17191","17.64","3"
"17192","26.29","3"
"17204","483.66","3"
"17205","148.56","3"
"17218","34.36","3"
"17249","129.61","3"
"17250","16.74","3"
"17270","25.51","3"
"17287","13.32","3"
"17289","21.59","3"
"17291","178.81","3"
"17307","2.67","3"
"17318","9","3"
"17327","37.78","3"
"17346","79.51","3"
"17363","18","3"
"17367","45.28","3"
"17368","84","3"
"17383","79.62","3"
"17384","26.89","3"
"17394","61.32","3"
